"","Covidence #","Study ID","dateFrom","dateTo","imputation_source","imputed_variant","LAPIS_sumcount","Outbreak_count_total","WT/Wu-1 Total Number of patients","WT/Wu-1 Percentage","Beta Total Number of patients","Beta Percentage","Gamma Total Number of patients","Gamma Percentage","Delta Total Number of patients","Delta Percentage","Omicron Total Number of patients","Omicron Percentage","Unspecified/Total Total Number of patients","Unspecified/Total Percentage","Other Total Number of patients","Other Percentage","more_than_50percent_vaccinated","cancer_at_least_one_vaccine_count","cancer_at_least_one_vaccine proportion","cancer_unvaccinated_count","cancer_unvaccinated_proportion","non_cancer_at_least_one_vaccine_count","non_cancer_at_least_one_vaccine proportion","non_cancer_unvaccinated_count","non_cancer_unvaccinated_proportion","Cancer Age (measure of centre) e.g. mean/median","Cancer Age (centre)","Cancer Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Cancer Age (spread)","Cancer Sex (% male)","Cancer Total number","Control (non-cancer) Age (measure of centre) e.g. mean/median","Control (non-cancer) Age (centre)","Control (non-cancer) Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Control (non-cancer) Age (spread)","Control (non-cancer) Sex (% male)","Control (non-cancer) Total number","prefix","Total number of patients","percentage","Comment","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)","se","model","Smoking Percentage (cancer)","Smoking Percentage (control)","Hypertension Percentage (cancer)","Hypertension Percentage (control)","Diabetes Mellitus (DM) Percentage (cancer)","Diabetes Mellitus (DM) Percentage (control)","Cardiovascular Disease (CVD) Percentage (cancer)","Cardiovascular Disease (CVD) Percentage (control)","Cerebrovascular Disease Percentage (cancer)","Cerebrovascular Disease Percentage (control)","Chronic Liver Disease Percentage (cancer)","Chronic Liver Disease Percentage (control)","Chronic Kidney Disease Percentage (cancer)","Chronic Kidney Disease Percentage (control)","Chronic Lung Disease Percentage (cancer)","Chronic Lung Disease Percentage (control)","Immunodeficiency/ Immunosuppression Percentage (cancer)","Immunodeficiency/ Immunosuppression Percentage (control)","Autoimmune Disease Percentage (cancer)","Autoimmune Disease Percentage (control)","Others: Please Specify Percentage (cancer)","Others: Please Specify Percentage (control)","Notes Percentage (cancer)","Notes Percentage (control)"
"381","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Targeted therapy (RTK inhibitor/mAb against receptors)",NA,NA,"B/T-cell antibody therapyNA","[ICU]","mOR","21.97","14.17-34.05","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"382","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Targeted therapy (RTK inhibitor/mAb against receptors)",NA,NA,"B/T-cell antibody therapyNA","[mortality]","uOR","20.61","16.38-25.93","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"383","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Targeted therapy (RTK inhibitor/mAb against receptors)",NA,NA,"B/T-cell antibody therapyNA","[mortality]","mOR","14.12","10.93-18.25","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"384","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","M0/Stage I-III: No metastasis",NA,NA,"NANA","[hospitalisation]","uOR","3.12","2.88-3.37","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"385","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","M0/Stage I-III: No metastasis",NA,NA,"NANA","[hospitalisation]","mOR stage II","1.57","1.44-1.70","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"386","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","M0/Stage I-III: No metastasis",NA,NA,"NANA","[hospitalisation]","uOR","4.46","4.15-4.79","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"387","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","M0/Stage I-III: No metastasis",NA,NA,"NANA","[hospitalisation]","mOR stage III","2.01","1.86-2.16","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"388","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","M0/Stage I-III: No metastasis",NA,NA,"NANA","[ICU]","uOR","1.89","1.33-2.69","0.00042",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"389","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","M0/Stage I-III: No metastasis",NA,NA,"NANA","[ICU]","mOR stage I","1.12","0.77-1.63","0.53783",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"390","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","M0/Stage I-III: No metastasis",NA,NA,"NANA","[ICU]","uOR","3.32","2.37-4.65","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"391","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","M0/Stage I-III: No metastasis",NA,NA,"NANA","[ICU]","mOR stage II","2.11","1.48-3.01","0.00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"392","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","M0/Stage I-III: No metastasis",NA,NA,"NANA","[ICU]","uOR","1.70","1.02-2.82","0.04105",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"393","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Other",NA,NA,NA,"[mortality]","uOR","1.92","1.15-3.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"394","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Breast",NA,NA,NA,"[hospitalisation]","uOR","1.78","1.64-1.93","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"395","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Breast",NA,NA,NA,"[hospitalisation]","mOR","1.14","1.05-1.24","0.00308",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"396","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Breast",NA,NA,NA,"[ICU]","uOR","0.56","0.29-1.07","0.07973",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"397","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Breast",NA,NA,NA,"[ICU]","mOR","0.58","0.29-1.16","0.12508",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"398","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Breast",NA,NA,NA,"[mortality]","uOR","2.53","2.23-2.88","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"399","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Breast",NA,NA,NA,"[mortality]","mOR","1.66","1.45-1.91","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"400","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","CNS",NA,NA,"NANA","[hospitalisation]","uOR","4.64","3.64-5.92","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"401","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","CNS",NA,NA,"NANA","[hospitalisation]","mOR","4.02","3.07-5.28","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"402","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","CNS",NA,NA,"NANA","[ICU]","uOR","4.05","1.30-12.60","0.01554",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"403","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","CNS",NA,NA,"NANA","[ICU]","mOR","4.37","1.40-13.60","0.01098",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"404","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","CNS",NA,NA,"NANA","[mortality]","uOR","9.94","7.26-13.61","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"405","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","CNS",NA,NA,"NANA","[mortality]","mOR","11.35","7.93-16.23","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"406","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)",NA,NA,"NANA","[hospitalisation]","uOR","2.64","2.34-2.98","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"407","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)",NA,NA,"NANA","[hospitalisation]","mOR","1.77","1.56-2.02","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"408","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)",NA,NA,"NANA","[ICU]","uOR","2.06","1.11-3.84","0.02220",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"409","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)",NA,NA,"NANA","[ICU]","mOR","1.78","0.96-3.31","0.06927",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"410","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)",NA,NA,"NANA","[mortality]","uOR","4.32","3.61-5.18","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"411","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)",NA,NA,"NANA","[mortality]","mOR","2.80","2.30-3.41","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"412","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Haematological",NA,NA,NA,"[hospitalisation]","uOR","7.82","7.41-8.25","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"413","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Haematological",NA,NA,NA,"[hospitalisation]","mOR","4.12","3.89-4.37","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"414","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Haematological",NA,NA,NA,"[ICU]","uOR","13.05","10.96-15.54","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"415","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Haematological",NA,NA,NA,"[ICU]","mOR","7.70","6.43-9.22","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"416","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Haematological",NA,NA,NA,"[mortality]","uOR","11.46","10.57-12.42","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"417","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Haematological",NA,NA,NA,"[mortality]","mOR","4.27","3.91-4.66","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"418","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Head and neck",NA,NA,"NANA","[hospitalisation]","uOR","3.86","3.24-4.60","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"419","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Head and neck",NA,NA,"NANA","[hospitalisation]","mOR","2.24","1.86-2.70","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"420","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Head and neck",NA,NA,"NANA","[ICU]","uOR","7.77","4.50-13.41","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"421","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Head and neck",NA,NA,"NANA","[ICU]","mOR","5.24","3.03-9.06","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"422","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","M0/Stage I-III: No metastasis",NA,NA,"NANA","[hospitalisation]","uOR","2.62","2.46-2.80","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"423","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","M0/Stage I-III: No metastasis",NA,NA,"NANA","[hospitalisation]","mOR stage I","1.29","1.21-1.39","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"424","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Total (OF ALL CANCERS)","127322",NA,NA,"[mortality]","uOR","7.12","6.85-7.40","<0.00001","0.0752","0.00715",0.0752,NA,NA,0.00715,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"425","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Total (OF ALL CANCERS)","127322",NA,NA,"[mortality]","mOR","2.54","2.44-2.65","<0.00001","0.0752","0.00715",0.0752,NA,NA,0.00715,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"426","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Unspecified",NA,NA,"NANA","[mortality]","uOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"427","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Unspecified",NA,NA,"NANA","[mortality]","mOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
