"","Covidence #","Study ID","dateFrom","dateTo","imputation_source","imputed_variant","LAPIS_sumcount","Outbreak_count_total","WT/Wu-1 Total Number of patients","WT/Wu-1 Percentage","Beta Total Number of patients","Beta Percentage","Gamma Total Number of patients","Gamma Percentage","Delta Total Number of patients","Delta Percentage","Omicron Total Number of patients","Omicron Percentage","Unspecified/Total Total Number of patients","Unspecified/Total Percentage","Other Total Number of patients","Other Percentage","vaccinated Total number of patients","vaccinated Percentage","vaccinated Comment","unvaccinated Total number of patients","unvaccinated Percentage","unvaccinated Comment","Cancer Age (measure of centre) e.g. mean/median","Cancer Age (centre)","Cancer Sex (% male)","prefix","Total number of patients","percentage","Comment","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)","se","model"
"630","73512","Johansson 2023","2020-03-01","2021-01-30","LAPIS, Outbreak","Early-clades",16113,48868,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Norway); Median (Denmark); Median (Iceland)","60-64; 65-69; 18-69","52.1","Thoracic (lung, mesothelioma)","11; 63",NA,"Norway (lung); Denmark (lung)","[ICU]","SIR (Norway lung)","0","N/A","NR","(0/11)","(379/41468)",0,0,11,0.00913957750554645,379,41468,Inf,"manualclarificationrequired"
"631","73512","Johansson 2023","2020-03-01","2021-01-30","LAPIS, Outbreak","Early-clades",16113,48868,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Norway); Median (Denmark); Median (Iceland)","60-64; 65-69; 18-69","52.1","Thoracic (lung, mesothelioma)","11; 63",NA,"Norway (lung); Denmark (lung)","[ICU]","SIR (Denmark lung)","1.29","0.16-4.65","NR","(<5/63)","(911/166522)",0.0793650793650794,5,63,0.0054707486097933,911,166522,0.465807595393607,"manualclarificationrequired"
"632","73512","Johansson 2023","2020-03-01","2021-01-30","LAPIS, Outbreak","Early-clades",16113,48868,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Norway); Median (Denmark); Median (Iceland)","60-64; 65-69; 18-69","52.1","Thoracic (lung, mesothelioma)","11; 63",NA,"Norway (lung); Denmark (lung)","[mortality]","SIR (Norway lung)","4.07","0.84-11.90","NR","(<5/11)","(407/41468)",0.454545454545455,5,11,0.0098147969518665,407,41468,0.541655063990284,"manualclarificationrequired"
"633","73512","Johansson 2023","2020-03-01","2021-01-30","LAPIS, Outbreak","Early-clades",16113,48868,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Norway); Median (Denmark); Median (Iceland)","60-64; 65-69; 18-69","52.1","immunotherapy (immune checkpoint inhibitors/CAR-T)","51","7","NADenmark","[hospitalisation]","SIR","4.59","2.97-6.78",NA,"(25/51)","(8230/166522)",0.490196078431373,25,51,0.0494228990763983,8230,166522,0.244408173007056,"manualclarificationrequired"
"634","73512","Johansson 2023","2020-03-01","2021-01-30","LAPIS, Outbreak","Early-clades",16113,48868,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Norway); Median (Denmark); Median (Iceland)","60-64; 65-69; 18-69","52.1","Total (OF ALL CANCERS)","203; 727; 19",NA,"Norway; Denmark; Iceland","[hospitalisation]","SIR (Norway)","2.43","1.89-3.09","NR","(67/203)","(2361/41468)",0.330049261083744,67,203,0.056935468312916,2361,41468,0.142475070915711,"manualclarificationrequired"
"635","73512","Johansson 2023","2020-03-01","2021-01-30","LAPIS, Outbreak","Early-clades",16113,48868,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Norway); Median (Denmark); Median (Iceland)","60-64; 65-69; 18-69","52.1","Chemotherapy","56; 35; 176; 167","27.6; 17.2; 24.2; 23.0","Norway ""CT any""; Norway ""CT only""; Denmark ""CT any"";  Denmark ""CT only""  (For non-cancer column, just Norway; Denmark)","[mortality]","SIR","6.30","3.73-9.96",NA,"(18/176)","(1019/166522)",0.102272727272727,18,176,0.00611931156243619,1019,166522,0.249448858924609,"manualclarificationrequired"
"636","73512","Johansson 2023","2020-03-01","2021-01-30","LAPIS, Outbreak","Early-clades",16113,48868,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Norway); Median (Denmark); Median (Iceland)","60-64; 65-69; 18-69","52.1","Chemotherapy","56; 35; 176; 167","27.6; 17.2; 24.2; 23.0","Norway ""CT any""; Norway ""CT only""; Denmark ""CT any"";  Denmark ""CT only""  (For non-cancer column, just Norway; Denmark)","[mortality]","SIR","6.61","3.92-10.44",NA,"(18/167)","(1019/166522)",0.107784431137725,18,167,0.00611931156243619,1019,166522,0.25006187032226,"manualclarificationrequired"
"637","73512","Johansson 2023","2020-03-01","2021-01-30","LAPIS, Outbreak","Early-clades",16113,48868,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Norway); Median (Denmark); Median (Iceland)","60-64; 65-69; 18-69","52.1","immunotherapy (immune checkpoint inhibitors/CAR-T)","51","7","NADenmark","[ICU]","SIR","5.79","1.58-14.82",NA,"(<5/51)","(911/166522)",0.0980392156862745,5,51,0.0054707486097933,911,166522,0.469799471254081,"manualclarificationrequired"
"638","73512","Johansson 2023","2020-03-01","2021-01-30","LAPIS, Outbreak","Early-clades",16113,48868,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median (Norway); Median (Denmark); Median (Iceland)","60-64; 65-69; 18-69","52.1","immunotherapy (immune checkpoint inhibitors/CAR-T)","51","7","NADenmark","[mortality]","SIR","8.26","3.32-17.03",NA,"(7/51)","(1019/166522)",0.137254901960784,7,51,0.00611931156243619,1019,166522,0.404292400962241,"manualclarificationrequired"
"639","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[hospitalisation]","uOR","4.93","4.49-5.41","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"640","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[hospitalisation]","uOR","3.19","2.98-3.41","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"641","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[hospitalisation]","mOR of prostate","1.25","1.16-1.34","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"642","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Total (OF ALL CANCERS)","127322",NA,NA,"[mortality]","uOR","7.12","6.85-7.40","<0.00001","0.0752","0.00715",0.0752,NA,NA,0.00715,NA,NA,NA,"univariate"
"643","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[hospitalisation]","mOR of male urological","2.04","1.43-2.90","0.00007",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"644","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Upper GI (gastric, oesophageal)",NA,NA,"NA","[ICU]","uOR","1.51","0.56-4.02","0.41298",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"645","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Upper GI (gastric, oesophageal)",NA,NA,"NA","[ICU]","mOR (includes small bowel and hepatobiliary)","0.78","0.29-2.09","0.62780",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"646","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Upper GI (gastric, oesophageal)",NA,NA,"NA","[mortality]","uOR","17.34","15.22-19.76","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"647","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Upper GI (gastric, oesophageal)",NA,NA,"NA","[mortality]","mOR (includes small bowel and hepatobiliary)","5.85","5.08-6.74","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"648","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[hospitalisation]","uOR","1.65","1.19-2.29","0.00271",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"649","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Breast",NA,NA,NA,"[hospitalisation]","uOR","1.78","1.64-1.93","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"650","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Breast",NA,NA,NA,"[hospitalisation]","mOR","1.14","1.05-1.24","0.00308",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"651","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Breast",NA,NA,NA,"[ICU]","uOR","0.56","0.29-1.07","0.07973",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"652","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Total (OF ALL CANCERS)","127322",NA,NA,"[mortality]","mOR","2.54","2.44-2.65","<0.00001","0.0752","0.00715",0.0752,NA,NA,0.00715,NA,NA,NA,"multivariate"
"653","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Unspecified",NA,NA,"NA","[mortality]","uOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"654","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Unspecified",NA,NA,"NA","[mortality]","mOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"655","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Upper GI (gastric, oesophageal)",NA,NA,"NA","[hospitalisation]","uOR","7.48","6.72-8.33","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"656","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Upper GI (gastric, oesophageal)",NA,NA,"NA","[hospitalisation]","mOR (including small bowel and hepatobiliary)","3.17","2.83-3.55","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"657","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[ICU]","mOR of prostate","0.89","0.61-1.28","0.52082",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"658","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[ICU]","uOR","4.18","2.69-6.49","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"659","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[ICU]","mOR of urinary tract","1.80","1.13-2.86","0.01341",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"660","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[mortality]","uOR","2.19","1.27-3.78","0.00502",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"661","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[mortality]","mOR of male urological","2.76","1.54-4.95","0.00069",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"662","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[mortality]","uOR","4.76","4.30-5.28","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"663","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[mortality]","mOR of prostate","1.08","0.97-1.20","0.18331",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"664","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[mortality]","uOR","8.99","7.89-10.23","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"665","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Breast",NA,NA,NA,"[ICU]","mOR","0.58","0.29-1.16","0.12508",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"666","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[hospitalisation]","mOR of urinary tract","1.78","1.61-1.97","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"667","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[ICU]","uOR","1.95","0.49-7.80","0.34593",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"668","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[ICU]","mOR of male urological","2.13","0.53-8.53","0.28740",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"669","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Urology (ureter, bladder, prostate)",NA,NA,NA,"[ICU]","uOR","2.38","1.69-3.36","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"670","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Thoracic (lung, mesothelioma)",NA,NA,NA,"[ICU]","mOR of lungs","2.53","1.64-3.89","0.00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"671","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Thoracic (lung, mesothelioma)",NA,NA,NA,"[mortality]","uOR","12.13","8.62-17.08","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"672","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Thoracic (lung, mesothelioma)",NA,NA,NA,"[mortality]","mOR of respiratory and intrathoracic organs","4.43","3.04-6.44","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"673","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Thoracic (lung, mesothelioma)",NA,NA,NA,"[mortality]","uOR","18.55","16.75-20.55","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"674","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Thoracic (lung, mesothelioma)",NA,NA,NA,"[mortality]","mOR of lungs","4.97","4.45-5.56","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"675","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Total (OF ALL CANCERS)","127322",NA,NA,"[hospitalisation]","uOR","4.22","4.11-4.33","<0.00001","0.128","0.0261",0.128,NA,NA,0.0261,NA,NA,NA,"univariate"
"676","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Total (OF ALL CANCERS)","127322",NA,NA,"[hospitalisation]","mOR","2.10","2.04 - 2.16","<0.00001","0.128","0.0261",0.128,NA,NA,0.0261,NA,NA,NA,"multivariate"
"677","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Total (OF ALL CANCERS)","127322",NA,NA,"[ICU]","uOR","4.22","3.76-4.74","<0.00001","0.00892","0.00229",0.00892,NA,NA,0.00229,NA,NA,NA,"univariate"
"678","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","Total (OF ALL CANCERS)","127322",NA,NA,"[ICU]","mOR","2.53","2.24 - 2.86","<0.00001","0.00892","0.00229",0.00892,NA,NA,0.00229,NA,NA,NA,"multivariate"
"679","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M0/Stage I-III: No metastasis",NA,NA,"NA","[ICU]","mOR stage II","2.11","1.48-3.01","0.00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"680","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M0/Stage I-III: No metastasis",NA,NA,"NA","[ICU]","uOR","1.70","1.02-2.82","0.04105",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"681","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M0/Stage I-III: No metastasis",NA,NA,"NA","[ICU]","mOR stage III","0.86","0.51-1.46","0.58374",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"682","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M0/Stage I-III: No metastasis",NA,NA,"NA","[mortality]","uOR","3.68","3.31-4.09","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"683","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M0/Stage I-III: No metastasis",NA,NA,"NA","[mortality]","mOR stage I","1.38","1.23-1.54","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"684","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M0/Stage I-III: No metastasis",NA,NA,"NA","[mortality]","uOR","4.55","4.03-5.14","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"685","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M0/Stage I-III: No metastasis",NA,NA,"NA","[mortality]","mOR stage II","1.75","1.54-1.99","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"686","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M0/Stage I-III: No metastasis",NA,NA,"NA","[mortality]","uOR","8.22","7.44-9.08","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"687","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M0/Stage I-III: No metastasis",NA,NA,"NA","[mortality]","mOR stage III","2.66","2.39-2.95","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"688","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M1/Stage IV: metastatic disease",NA,NA,NA,"[hospitalisation]","uOR","7.66","6.98-8.40","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"689","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M1/Stage IV: metastatic disease",NA,NA,NA,"[hospitalisation]","mOR","3.57","3.24-3.94","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"690","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M1/Stage IV: metastatic disease",NA,NA,NA,"[ICU]","uOR","8.36","5.79-12.05","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"691","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M1/Stage IV: metastatic disease",NA,NA,NA,"[ICU]","mOR","3.98","2.70-5.87","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"692","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M1/Stage IV: metastatic disease",NA,NA,NA,"[mortality]","uOR","19.71","17.69-21.97","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate"
"693","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","M1/Stage IV: metastatic disease",NA,NA,NA,"[mortality]","mOR","6.66","5.90-7.52","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"694","73804","Starkey 2023","2020-11-01","2022-09-30","LAPIS, Outbreak","Omicron_BA",1300697,840884,"","",NA,NA,NA,NA,NA,"","","","15928326","100","","",NA,NA,"",NA,"","NA","","","50.48","immunotherapy (immune checkpoint inhibitors/CAR-T)",NA,NA,"NA","[ICU]","mOR","0.00","0.00-1.37E+36","0.86020",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
